simulated_process,response_process_shape,response_process,seed,exec time,T,q_bartlett,cov lag 0 RMSE,spec density MSE - FRO,spec density RMSE - FRO,spec density R2MSE - FRO,spec density MSE - intmax,spec density RMSE - intmax,spec density R2MSE - intmax,spec density MSE - maxmax,spec density RMSE - maxmax,spec cross density MSE - L2,spec cross density RMSE - L2,spec cross density MSE - intmax,spec cross density RMSE - intmax,transfer: truncation parameter,transfer: RMSE,transfer: MSE,Z error train,Z error train (true dynamics),Z error test,Z error test (true dynamics),Z error train (holdout),Z error train (holdout true dynamics),
1,2,1,792617828,18.91,1200,34,0.0062743,0.010867,0.06588,0.40104,0.542,0.24432,1.5283,0.24363,0.41387,0.075908,0.77849,0.075922,1.1169,1e-05         0.1,0.12862,0.091853,0.066408,0.022503,0.09445,0.019583,0.10958,0.022609,
4,2,2,1253494444,14.4405,300,17,0.0079111,0.025246,0.060834,0.46519,0.95634,0.29133,1.9404,0.39984,0.61676,0.14387,1.4337,0.14391,1.9477,1e-05         0.1,0.31084,0.31179,0.16866,0.025198,0.28787,0.02101,0.5176,0.020827,
1,3,1,153697263,22.1097,900,30,0.0034608,0.007251,0.04396,0.40543,0.49718,0.22412,1.4534,0.13801,0.23445,0.82474,0.036318,0.82477,0.8814,1e-05         0.1,0.38738,0.3134,0.027866,0.0016933,0.03024,0.0019923,0.043562,0.0015922,
1,3,3,3236570318,20.4008,600,24,0.0093663,0.010702,0.064881,0.57053,0.59116,0.26648,1.6899,0.16189,0.27501,0.89458,0.068976,0.89466,1.1168,1e-05         0.1,0.47457,0.3765,0.03755,0.0033344,0.036494,0.0021499,0.080622,0.0024404,
1,3,2,4039630787,21.1373,300,17,0.01291,0.01525,0.092453,0.80859,0.75829,0.34183,2.1295,0.35517,0.60335,1.6795,0.073959,1.6796,1.8411,1e-05         0.1,0.38812,0.3456,0.051672,0.0053054,0.075285,0.0091307,0.071374,0.0017878,
4,3,1,4094858756,15.6712,600,24,0.018599,0.027234,0.065624,0.45896,0.98371,0.29967,1.8799,0.32068,0.49465,3.1119,0.074083,3.1119,2.4124,1e-05         0.1,0.13443,0.15115,0.033113,0.0014889,0.02193,0.0014301,0.047596,0.0013812,
4,2,1,2446940105,19.8219,300,17,0.014625,0.037629,0.090673,0.67532,1.1742,0.35769,2.3805,0.3766,0.5809,0.18312,1.7989,0.18313,2.4159,1e-05         0.1,0.13202,0.13515,0.082004,0.026807,0.12748,0.018031,0.10196,0.019468,
4,2,1,4115659305,18.6502,900,30,0.0092739,0.018239,0.04395,0.32765,0.77642,0.23652,1.5176,0.28319,0.43682,0.086752,0.85224,0.086771,1.1447,1e-05         0.1,0.10659,0.090222,0.074386,0.020135,0.088136,0.019859,0.17257,0.015927,
4,3,2,312692039,21.1856,900,30,0.0010802,0.012376,0.02982,0.20687,0.65428,0.19931,1.2566,0.19991,0.30836,2.0385,0.041519,2.0386,1.5186,1e-05         0.1,0.24181,0.22508,0.046693,0.002166,0.051696,0.0049997,0.092624,0.0010222,
0,2,1,3065204059,20.8738,300,17,0.023878,0.010887,0.18437,1.1585,0.61096,0.45193,2.8396,0.13085,0.60817,0.15142,1.5554,0.15144,2.2242,1e-05         0.1,0.37943,0.30056,0.16682,0.016603,0.27381,0.023104,0.39034,0.015224,
1,2,1,991163618,13.5226,300,17,0.016411,0.016364,0.09921,0.83826,0.74228,0.33461,2.1344,0.23642,0.40162,0.2507,2.5711,0.25072,3.6885,1e-05         0.1,0.18504,0.15705,0.088637,0.018589,0.14582,0.024829,0.22271,0.017639,
1,2,3,2028347964,16.2765,300,17,0.021853,0.015738,0.095417,0.92069,0.73886,0.33307,2.143,0.17872,0.30361,0.13215,1.024,0.13219,1.918,1e-05         0.1,0.69451,0.2776,0.17793,0.016411,0.19268,0.019162,0.63908,0.01455,
1,2,1,2939240678,14.3635,600,24,0.008736,0.0096688,0.058618,0.55301,0.55662,0.25092,1.6352,0.14283,0.24264,0.094571,0.96988,0.094578,1.3914,1e-05         0.1,0.13233,0.17929,0.061349,0.019191,0.092738,0.022255,0.13382,0.017192,
4,3,1,2976357858,14.6664,600,24,0.00657,0.026272,0.063306,0.46399,0.90173,0.27469,1.773,0.27806,0.4289,3.3114,0.078833,3.3114,2.5671,1e-05         0.1,0.26661,0.20826,0.029293,0.0024591,0.036011,0.0013484,0.045079,0.0014731,
4,2,2,2737384689,16.7297,300,17,0.0089165,0.023498,0.056622,0.38861,0.86276,0.26282,1.6911,0.22961,0.35418,0.27184,2.7088,0.27186,3.6793,1e-05         0.1,0.22177,0.23452,0.1201,0.023352,0.17861,0.024353,0.33814,0.020333,
0,2,3,2672902095,13.6474,900,30,0.0033024,0.0045477,0.077016,0.4839,0.41213,0.30486,1.9155,0.11624,0.54026,0.11538,0.89445,0.1154,1.676,1e-05         0.1,0.43164,0.13848,0.075219,0.016314,0.12346,0.016325,0.12018,0.013276,
0,2,2,607417416,18.7845,900,30,0.003585,0.004986,0.084437,0.53054,0.40817,0.30193,1.8971,0.14534,0.67548,0.072109,0.74074,0.072131,1.0594,1e-05         0.1,0.11781,0.083942,0.077262,0.020449,0.10142,0.022587,0.1797,0.019968,
4,2,3,1987191293,18.4723,600,24,0.022396,0.028704,0.069166,0.37531,0.8759,0.26682,1.6461,0.27787,0.42862,0.091804,0.6899,0.091841,1.2168,1e-05         0.1,0.37099,0.20737,0.078551,0.013447,0.10071,0.01411,0.21317,0.012586,
1,2,3,3898897111,19.182,900,30,0.0089076,0.012452,0.07549,0.51317,0.61687,0.27807,1.7498,0.21884,0.37177,0.07317,0.56693,0.073237,1.0626,1e-05         0.1,0.26206,0.10026,0.058158,0.018052,0.07129,0.014853,0.11413,0.016373,
1,2,3,2182807675,16.1371,300,17,0.015402,0.02044,0.12392,1.0183,0.84801,0.38227,2.4349,0.30088,0.51112,0.17701,1.3715,0.17705,2.5688,1e-05         0.1,0.42179,0.25222,0.093875,0.018437,0.18024,0.016375,0.24282,0.014787,
1,2,3,1528136148,13.8856,900,30,0.0043617,0.0079513,0.048206,0.41507,0.51674,0.23294,1.4896,0.15971,0.27131,0.091526,0.70916,0.09157,1.3286,1e-05         0.1,0.32859,0.11223,0.055145,0.021266,0.084835,0.015609,0.10172,0.015685,
1,3,2,2120453370,15.2698,300,17,0.029082,0.0187,0.11337,1.2635,0.91173,0.41099,2.767,0.3207,0.54479,1.7189,0.075696,1.7191,1.8843,1e-05         0.1,0.30538,0.31465,0.035275,0.0037598,0.048561,0.0023354,0.042597,0.0022296,
4,2,2,2785663461,16.53,900,30,0.0020913,0.016228,0.039102,0.23522,0.69481,0.21166,1.3131,0.22798,0.35166,0.11853,1.1812,0.11855,1.6044,1e-05         0.1,0.12071,0.091561,0.062187,0.020297,0.098914,0.019855,0.14172,0.018114,
1,2,3,2467866065,16.5624,300,17,0.015216,0.017994,0.10909,0.79602,0.75161,0.33881,2.1792,0.22593,0.38381,0.12974,1.0053,0.12977,1.8828,1e-05         0.1,0.37614,0.17172,0.094218,0.01414,0.15314,0.014347,0.23941,0.012864,
1,2,2,594092347,18.2736,900,30,0.0052015,0.011556,0.070062,0.50381,0.62668,0.2825,1.767,0.25089,0.4262,0.080438,0.82494,0.080461,1.1834,1e-05         0.1,0.12633,0.081619,0.065781,0.022298,0.09683,0.023529,0.12467,0.019943,
0,2,2,3852420365,18.4464,600,24,0.0071106,0.0066538,0.11268,0.708,0.45917,0.33965,2.1341,0.11611,0.53966,0.066035,0.67833,0.066052,0.97016,1e-05         0.1,0.19094,0.15081,0.081671,0.019772,0.15489,0.019828,0.15768,0.015825,
0,3,1,3630092633,23.0064,900,30,0.0069491,0.0062891,0.10651,0.66919,0.48116,0.35592,2.2363,0.15364,0.7141,0.78412,0.082881,0.78415,1.2381,1e-05         0.1,0.058021,0.057201,0.018961,0.0023759,0.017629,0.002379,0.018326,0.0021013,
4,3,3,1899962437,19.7249,600,24,0.0020264,0.02068,0.049831,0.3198,0.82075,0.25002,1.5732,0.3017,0.46537,1.2631,0.033083,1.2632,1.0631,1e-05         0.1,0.46032,0.32214,0.041648,0.021629,0.043051,0.0017027,0.024513,0.0012043,
1,2,3,1905024987,16.8352,300,17,0.02897,0.018646,0.11304,1.3261,0.87579,0.39479,2.6693,0.22562,0.38327,0.27012,2.0929,0.27016,3.9196,1e-05         0.1,0.46587,0.26323,0.11572,0.025698,0.20853,0.018059,0.33506,0.013048,
1,2,1,3782716935,17.595,900,30,0.0068153,0.0076271,0.046241,0.44312,0.5675,0.25582,1.6685,0.20984,0.35647,0.10736,1.101,0.10737,1.5796,1e-05         0.1,0.074819,0.081267,0.065109,0.020178,0.087482,0.020924,0.1414,0.020596,
4,2,3,60740803,17.9794,600,24,0.010873,0.030546,0.073606,0.42309,0.88567,0.2698,1.6678,0.34275,0.52869,0.13865,1.042,0.13868,1.8374,1e-05         0.1,0.28774,0.10792,0.056333,0.017452,0.086452,0.015705,0.11981,0.016663,
4,2,2,3993512335,17.6358,1200,34,0.0050885,0.015685,0.037795,0.24147,0.71907,0.21905,1.3824,0.1803,0.27812,0.097264,0.96923,0.097276,1.3165,1e-05         0.1,0.096033,0.07069,0.060252,0.021221,0.075838,0.021405,0.10859,0.020525,
0,2,1,1498895637,13.9403,300,17,0.012782,0.010274,0.17398,1.0932,0.63212,0.46759,2.9379,0.15994,0.74337,0.075412,0.77466,0.07543,1.1079,1e-05         0.1,0.14819,0.14421,0.070471,0.017945,0.11613,0.02081,0.18755,0.015339,
0,3,2,2448252160,20.2942,300,17,0.0075655,0.008656,0.14659,0.92105,0.55664,0.41175,2.5871,0.13502,0.62753,1.2735,0.13461,1.2737,2.0111,1e-05         0.1,0.21169,0.10563,0.040187,0.0052674,0.052397,0.0080989,0.074491,0.0021862,
4,3,2,3308578455,23.932,900,30,0.014436,0.026985,0.065023,0.40102,0.82065,0.24999,1.6074,0.29318,0.45222,2.6557,0.05409,2.6559,1.9784,1e-05         0.1,0.1872,0.22219,0.029397,0.0016794,0.0285,0.0017475,0.04303,0.00099896,
1,3,1,2399951058,27.3955,600,24,0.017709,0.015457,0.093711,0.649,0.66241,0.2986,1.892,0.2656,0.45119,1.1181,0.049238,1.1182,1.1949,1e-05         0.1,0.39484,0.294,0.037588,0.0018131,0.030574,0.0020761,0.063473,0.0017979,
0,3,3,3766193672,20.7675,900,30,0.0060025,0.0045545,0.07713,0.48462,0.41074,0.30382,1.909,0.10543,0.49003,1.0969,0.087492,1.0969,1.7125,1e-05         0.1,0.2513,0.066471,0.024504,0.00152,0.02602,0.0018039,0.039213,0.001533,
0,3,3,3353235383,12.8691,600,24,0.0081633,0.0060524,0.1025,0.64401,0.48347,0.35762,2.247,0.1624,0.7548,1.073,0.085588,1.0731,1.6753,1e-05         0.1,0.49223,0.18622,0.045996,0.0015845,0.056143,0.0072686,0.10892,0.0015658,
1,2,2,1691905449,20.0261,1200,34,0.0058153,0.0072054,0.043684,0.38513,0.50307,0.22677,1.4679,0.18004,0.30585,0.061386,0.62955,0.061398,0.903,1e-05         0.1,0.075687,0.077735,0.064019,0.020358,0.086094,0.020072,0.12684,0.021406,
1,3,1,1810415817,20.4908,300,17,0.016995,0.020993,0.12727,0.89583,0.75478,0.34024,2.1959,0.25135,0.42698,3.0577,0.13465,3.0577,3.2677,1e-05         0.1,0.38744,0.30776,0.040031,0.0084325,0.042907,0.0076229,0.063598,0.0015176,
0,3,3,1485236391,15.9614,300,17,0.010188,0.0077691,0.13157,0.82668,0.55209,0.40839,2.566,0.1346,0.62561,1.331,0.10617,1.3311,2.0782,1e-05         0.1,0.33961,0.092603,0.023054,0.0030047,0.028227,0.0077528,0.019452,0.0018883,
1,2,3,173643385,19.8406,300,17,0.0080523,0.012782,0.077496,0.76528,0.68138,0.30715,2.052,0.18141,0.30817,0.30145,2.3357,0.30149,4.3743,1e-05         0.1,0.46154,0.27344,0.11703,0.019329,0.16663,0.026354,0.2506,0.012881,
4,3,1,343788109,20.7098,300,17,0.0084067,0.025245,0.060832,0.4353,0.83791,0.25525,1.6661,0.2047,0.31574,3.1881,0.075897,3.1881,2.4715,1e-05         0.1,0.28559,0.20734,0.031889,0.0015538,0.039504,0.0014797,0.070651,0.0015636,
1,3,1,467815859,19.8266,600,24,0.0064694,0.012713,0.077073,0.58458,0.61154,0.27567,1.7684,0.22435,0.38113,2.0939,0.092209,2.094,2.2378,1e-05         0.1,0.37685,0.28508,0.028644,0.0020967,0.034056,0.0018217,0.049491,0.0022447,
0,2,2,1741619165,16.4067,1200,34,0.0036777,0.0042465,0.071914,0.45185,0.38005,0.28113,1.7664,0.099328,0.46165,0.04946,0.50807,0.049481,0.72677,1e-05         0.1,0.10667,0.11352,0.073735,0.023598,0.10873,0.021433,0.13207,0.019609,
1,3,2,1990272303,15.9644,300,17,0.024279,0.01344,0.081485,0.89774,0.78281,0.35288,2.4316,0.17928,0.30455,1.326,0.058392,1.3261,1.4536,1e-05         0.1,0.34963,0.32017,0.04457,0.0037813,0.066969,0.019298,0.072295,0.0024232,
4,2,2,1891337227,19.5519,1200,34,0.0027994,0.014644,0.035286,0.24408,0.67453,0.20548,1.3077,0.22159,0.3418,0.093039,0.92713,0.093049,1.2593,1e-05         0.1,0.069313,0.058092,0.057905,0.023584,0.070363,0.022331,0.094425,0.018019,
4,3,3,2773545068,13.1806,600,24,0.018027,0.028544,0.06878,0.42917,0.89385,0.27229,1.7143,0.26244,0.40482,2.8993,0.075937,2.8994,2.4402,1e-05         0.1,0.49973,0.25576,0.022597,0.0013841,0.022888,0.0039243,0.033927,0.0012083,
0,2,2,4148523675,14.3075,300,17,0.0054649,0.0078725,0.13332,0.83768,0.52215,0.38624,2.4268,0.1061,0.49311,0.086459,0.88815,0.086488,1.2703,1e-05         0.1,0.18159,0.17036,0.096583,0.0371,0.15107,0.022694,0.23641,0.023727,
4,2,2,1595940710,18.6584,900,30,0.0059911,0.017804,0.042901,0.33796,0.80297,0.24461,1.5985,0.29638,0.45716,0.091279,0.90959,0.0913,1.2356,1e-05         0.1,0.1411,0.10276,0.09002,0.024223,0.1148,0.022381,0.23496,0.023088,
4,3,1,586428597,19.8731,300,17,0.011473,0.028349,0.06831,0.47924,1.0064,0.30658,1.9299,0.36511,0.56318,2.3137,0.055081,2.3138,1.7937,1e-05         0.1,0.32104,0.22994,0.036254,0.0022729,0.032614,0.0015872,0.069098,0.0017961,
0,2,1,831566961,15.402,900,30,0.0028237,0.0044354,0.075114,0.47195,0.41367,0.30599,1.9226,0.10918,0.50743,0.066801,0.68621,0.066815,0.98136,1e-05         0.1,0.1109,0.084391,0.063978,0.018936,0.085615,0.019369,0.15445,0.017272,
0,3,2,416396600,15.535,600,24,0.0047282,0.0044427,0.075236,0.47272,0.44764,0.33112,2.0805,0.13827,0.64266,0.66102,0.06987,0.66113,1.0439,1e-05         0.1,0.17618,0.081441,0.037826,0.0024858,0.048443,0.0063495,0.072384,0.0017134,
4,3,3,3705855067,30.1378,300,17,0.024431,0.046405,0.11182,0.77755,1.1939,0.36371,2.3077,0.31813,0.49071,4.4498,0.11655,4.4499,3.7451,1e-05         0.1,0.67776,0.35304,0.048443,0.0070283,0.044643,0.0019141,0.057995,0.0013445,
4,3,3,384712012,19.9371,900,30,0.0062363,0.021037,0.050691,0.35035,0.79646,0.24262,1.5435,0.29009,0.44746,2.2294,0.058392,2.2296,1.8764,1e-05         0.1,0.48881,0.30426,0.021475,0.0019934,0.032467,0.0016089,0.029391,0.0010971,
1,2,2,1658754869,15.8186,300,17,0.023426,0.015958,0.096745,0.7515,0.6701,0.30207,1.8876,0.22764,0.38671,0.18329,1.8797,0.18332,2.6961,1e-05         0.1,0.23683,0.21653,0.14621,0.028122,0.25302,0.023854,0.47901,0.024194,
4,2,2,638105663,15.3762,900,30,0.0035845,0.014567,0.035101,0.23844,0.71747,0.21856,1.3986,0.30524,0.47083,0.09462,0.94288,0.094634,1.2808,1e-05         0.1,0.15007,0.12152,0.077728,0.020089,0.12426,0.021448,0.14283,0.020256,
4,3,2,2901120658,15.9265,900,30,0.00089841,0.014867,0.035823,0.23561,0.68839,0.2097,1.3337,0.18652,0.2877,2.1087,0.042949,2.1088,1.5708,1e-05         0.1,0.18265,0.16644,0.02148,0.0021566,0.026561,0.0048906,0.032572,0.00082558,
1,2,3,3530631075,19.4445,900,30,0.0065312,0.0086178,0.052247,0.50764,0.55429,0.24986,1.6378,0.16978,0.28842,0.075876,0.5879,0.075897,1.1012,1e-05         0.1,0.29529,0.096742,0.06094,0.015933,0.078827,0.015735,0.12987,0.016134,
1,3,3,2881822692,20.5971,300,17,0.020467,0.017052,0.10338,1.0581,0.83335,0.37566,2.4248,0.23401,0.39754,1.446,0.11149,1.446,1.8051,1e-05         0.1,0.58375,0.41429,0.058933,0.0081417,0.059121,0.003606,0.10807,0.0016814,
1,2,2,1239498994,16.9943,300,17,0.014867,0.015281,0.092645,0.76702,0.73494,0.3313,2.1689,0.23646,0.40168,0.12557,1.2878,0.1256,1.8473,1e-05         0.1,0.25075,0.25038,0.10167,0.023607,0.25823,0.018718,0.25229,0.025059,
1,3,1,582312562,19.6327,900,30,0.0070749,0.0092975,0.056368,0.6082,0.5913,0.26655,1.7806,0.19291,0.32772,0.76102,0.033512,0.76105,0.81331,1e-05         0.1,0.34797,0.29311,0.023362,0.0017915,0.019204,0.0017801,0.027852,0.0018595,
1,2,2,1529390011,18.2815,1200,34,0.0049769,0.0079426,0.048153,0.41418,0.51611,0.23266,1.496,0.16983,0.2885,0.077496,0.79477,0.077511,1.14,1e-05         0.1,0.11215,0.074277,0.062607,0.022299,0.079285,0.019862,0.11726,0.021678,
1,3,2,476538808,19.381,600,24,0.010213,0.010891,0.066026,0.5475,0.63282,0.28526,1.8199,0.27945,0.47471,1.4277,0.062868,1.4277,1.565,1e-05         0.1,0.32294,0.29428,0.030936,0.002662,0.039902,0.0034527,0.051132,0.002165,
0,3,1,2005248791,19.7722,900,30,0.0088767,0.0060084,0.10175,0.63932,0.43831,0.32422,2.0371,0.16706,0.77646,0.57433,0.060707,0.57437,0.90688,1e-05         0.1,0.057955,0.064032,0.027251,0.0046536,0.023107,0.0021986,0.044134,0.0021682,
4,3,2,1455042073,23.1581,900,30,0.0038752,0.016513,0.039789,0.28106,0.72016,0.21938,1.398,0.18173,0.28032,2.4105,0.049095,2.4106,1.7957,1e-05         0.1,0.19054,0.21482,0.025769,0.0012378,0.031283,0.0025987,0.042711,0.0010883,
4,2,1,1876747263,18.7528,900,30,0.0082426,0.020045,0.048302,0.30344,0.74333,0.22644,1.4197,0.19986,0.30829,0.098318,0.96587,0.098335,1.2972,1e-05         0.1,0.10179,0.11205,0.088356,0.021293,0.10432,0.018971,0.22441,0.019644,
1,3,2,3719956580,20.2234,900,30,0.0061568,0.0099978,0.060613,0.47339,0.56535,0.25485,1.5997,0.20581,0.34962,1.1521,0.050733,1.1521,1.2629,1e-05         0.1,0.3255,0.2951,0.031055,0.0069272,0.032714,0.0046178,0.045036,0.001834,
1,3,2,2744758837,29.064,900,30,0.0059881,0.0078706,0.047717,0.52171,0.55621,0.25073,1.6678,0.15789,0.26822,0.82469,0.036316,0.82474,0.90403,1e-05         0.1,0.29082,0.27825,0.02754,0.0034725,0.026237,0.0037545,0.032492,0.0017018,
0,3,3,1479943659,20.1101,300,17,0.014073,0.0082171,0.13916,0.87434,0.58173,0.43031,2.7037,0.14541,0.67585,0.95186,0.075926,0.952,1.4863,1e-05         0.1,0.33664,0.080503,0.02369,0.0090148,0.022733,0.001829,0.018741,0.0017827,
1,3,1,2935147478,24.5487,300,17,0.0066937,0.017696,0.10729,0.90595,0.72984,0.329,2.1455,0.19908,0.33819,2.0052,0.088303,2.0053,2.143,1e-05         0.1,0.34389,0.31408,0.034695,0.0017189,0.037355,0.0022456,0.036986,0.0016958,
4,2,2,1817770502,20.672,600,24,0.0051475,0.020608,0.049657,0.32622,0.74382,0.22659,1.438,0.20147,0.31077,0.094359,0.94029,0.094373,1.2772,1e-05         0.1,0.18493,0.15892,0.084941,0.020934,0.16446,0.018899,0.14369,0.022504,
0,2,1,1590302587,12.6478,1200,34,0.0071389,0.0041133,0.069659,0.43768,0.38344,0.28363,1.7821,0.082042,0.38131,0.061076,0.6274,0.061093,0.89731,1e-05         0.1,0.072651,0.059003,0.051539,0.020308,0.06159,0.019354,0.090361,0.01836,
1,3,3,1148445699,21.3023,1200,34,0.012381,0.011507,0.069763,0.47116,0.55641,0.25082,1.5849,0.21156,0.35939,0.85023,0.065556,0.85029,1.0615,1e-05         0.1,0.49859,0.37666,0.03134,0.0020026,0.030526,0.0023767,0.050165,0.0018523,
4,2,3,1345823118,15.0048,600,24,0.0031519,0.01414,0.034073,0.21792,0.66151,0.20152,1.2864,0.25958,0.4004,0.19085,1.4342,0.19089,2.5291,1e-05         0.1,0.52765,0.27892,0.10734,0.015993,0.17598,0.018688,0.19226,0.016665,
1,2,3,1802015981,13.3142,600,24,0.0083086,0.010869,0.065894,0.57362,0.63915,0.28812,1.8355,0.19554,0.33217,0.1155,0.89488,0.11552,1.6761,1e-05         0.1,0.42705,0.20327,0.097284,0.016202,0.18382,0.015124,0.21615,0.015782,
1,2,2,3703672718,14.002,600,24,0.0093958,0.0098159,0.05951,0.49433,0.55688,0.25103,1.646,0.17112,0.29069,0.087197,0.89426,0.087211,1.2826,1e-05         0.1,0.20664,0.18602,0.10028,0.025137,0.18403,0.02148,0.18372,0.021793,
0,2,2,3454058652,16.2431,900,30,0.0044685,0.004956,0.083929,0.52734,0.43877,0.32456,2.0393,0.12737,0.59198,0.12397,1.2734,0.12398,1.821,1e-05         0.1,0.14402,0.11648,0.082274,0.028029,0.11874,0.02336,0.11823,0.022829,
4,2,1,613225457,26.6356,600,24,0.0080734,0.017107,0.041223,0.28391,0.70053,0.2134,1.3626,0.20066,0.30952,0.13194,1.2962,0.13196,1.7408,1e-05         0.1,0.082376,0.083604,0.073901,0.021476,0.094989,0.020263,0.16542,0.018866,
1,3,1,726959156,19.5973,300,17,0.0082644,0.016151,0.09792,0.88996,0.80425,0.36254,2.3896,0.19038,0.32342,1.7211,0.075789,1.7211,1.8393,1e-05         0.1,0.36708,0.27945,0.030096,0.0040359,0.036303,0.012436,0.036906,0.001352,
4,2,3,3153733761,21.7916,900,30,0.0016244,0.014137,0.034064,0.25217,0.69741,0.21245,1.3648,0.20329,0.31357,0.25695,1.9309,0.25697,3.4046,1e-05         0.1,0.26976,0.11481,0.064439,0.015646,0.09173,0.014245,0.11065,0.014321,
0,2,3,1854454163,16.8322,300,17,0.017823,0.010212,0.17294,1.0866,0.65433,0.48401,3.0411,0.17695,0.82243,0.20751,1.6087,0.20755,3.0142,1e-05         0.1,0.54521,0.27818,0.10893,0.020187,0.17296,0.014391,0.28028,0.014205,
0,2,3,4126997086,18.3453,600,24,0.0071931,0.0075412,0.12771,0.80242,0.5226,0.38657,2.4289,0.16026,0.74487,0.0851,0.6597,0.085119,1.2362,1e-05         0.1,0.3522,0.12355,0.07075,0.019774,0.10182,0.016567,0.18271,0.012768,
1,3,1,457603058,20.9451,900,30,0.005195,0.0087141,0.05283,0.50899,0.57743,0.2603,1.6925,0.15749,0.26753,0.91727,0.040393,0.9173,0.98028,1e-05         0.1,0.3741,0.29423,0.022074,0.0018209,0.025366,0.0017732,0.034119,0.0018951,
4,3,3,1620658150,19.0366,300,17,0.0078338,0.02582,0.062216,0.43152,0.89432,0.27243,1.7456,0.27229,0.42001,2.146,0.056206,2.1461,1.8061,1e-05         0.1,0.50414,0.39355,0.046745,0.008306,0.081864,0.021682,0.062287,0.0012301,
0,2,2,2106072822,13.1008,300,17,0.0082758,0.0088816,0.15041,0.94505,0.53868,0.39847,2.5036,0.13634,0.63365,0.10309,1.059,0.10311,1.5145,1e-05         0.1,0.29621,0.30363,0.17087,0.049333,0.33202,0.033944,0.54343,0.014633,
1,2,1,672250147,14.1971,600,24,0.013426,0.011947,0.072432,0.66018,0.64176,0.28929,1.8554,0.17072,0.29001,0.099667,1.0222,0.099672,1.4663,1e-05         0.1,0.14203,0.15822,0.089578,0.022415,0.13775,0.024623,0.15553,0.020314,
4,2,3,865297179,14.9425,600,24,0.010556,0.017811,0.042919,0.30187,0.76234,0.23223,1.4999,0.20154,0.31087,0.15593,1.1718,0.15596,2.0662,1e-05         0.1,0.3269,0.14248,0.065781,0.016946,0.12713,0.01589,0.13081,0.013832,
0,2,1,2855571301,12.7112,300,17,0.0080649,0.007045,0.11931,0.74963,0.53281,0.39413,2.4764,0.12319,0.57256,0.10934,1.1232,0.10936,1.6063,1e-05         0.1,0.1636,0.21249,0.10279,0.029335,0.19582,0.019066,0.16209,0.023726,
4,3,2,1726836108,22.6798,1200,34,0.0043612,0.013515,0.032566,0.20939,0.66385,0.20223,1.2699,0.17896,0.27604,2.8396,0.057836,2.8398,2.1153,1e-05         0.1,0.19,0.21163,0.023862,0.0015394,0.024108,0.0013931,0.039853,0.001098,
1,3,3,2006683068,21.9573,300,17,0.030211,0.016083,0.097504,0.88466,0.7317,0.32984,2.1283,0.18705,0.31776,1.3114,0.10111,1.3115,1.6373,1e-05         0.1,0.5681,0.38178,0.037187,0.0021571,0.055549,0.0040484,0.062606,0.0020488,
0,3,2,387974582,17.2195,300,17,0.026975,0.0099039,0.16772,1.0538,0.56677,0.41924,2.6342,0.18711,0.86962,1.1111,0.11744,1.1112,1.7545,1e-05         0.1,0.16107,0.13268,0.06031,0.0094077,0.0616,0.0037689,0.089284,0.002482,
0,3,2,2089242165,13.3272,600,24,0.011636,0.00662,0.11211,0.7044,0.47222,0.34931,2.1948,0.15601,0.72511,0.93221,0.098534,0.93228,1.472,1e-05         0.1,0.11551,0.065629,0.029899,0.0033588,0.034025,0.0058246,0.051203,0.0017641,
4,2,2,1909405891,18.6668,900,30,0.0032399,0.019717,0.047512,0.29943,0.72567,0.22106,1.3999,0.21657,0.33406,0.12345,1.2301,0.12346,1.6708,1e-05         0.1,0.13631,0.10269,0.076869,0.021303,0.095132,0.01849,0.16481,0.018453,
0,2,1,2040486725,16.7269,300,17,0.0082624,0.0098804,0.16732,1.0513,0.6178,0.45699,2.8714,0.18684,0.8684,0.12237,1.257,0.12238,1.7975,1e-05         0.1,0.10933,0.11327,0.070671,0.020677,0.097942,0.020142,0.15038,0.01969,
1,2,1,3083536778,17.9684,1200,34,0.0049731,0.0078559,0.047628,0.43631,0.54481,0.24559,1.5919,0.18471,0.31378,0.068597,0.70351,0.068608,1.0093,1e-05         0.1,0.077771,0.073343,0.054199,0.020608,0.075564,0.022294,0.10475,0.021621,
1,2,1,1668046594,19.6143,1200,34,0.011999,0.008411,0.050993,0.43283,0.54672,0.24645,1.5555,0.19424,0.32996,0.055105,0.56514,0.055114,0.81081,1e-05         0.1,0.069295,0.066482,0.057437,0.019712,0.072196,0.020441,0.12927,0.01815,
4,2,2,1550368114,20.0606,300,17,0.015806,0.022713,0.05473,0.4132,0.91832,0.27974,1.8055,0.23437,0.36152,0.16065,1.6009,0.16069,2.1748,1e-05         0.1,0.19231,0.23429,0.12677,0.026087,0.20129,0.027263,0.37433,0.022284,
4,3,3,4287440653,16.5814,600,24,0.007403,0.025511,0.061472,0.37812,0.80065,0.2439,1.568,0.20805,0.32092,1.991,0.052147,1.9911,1.6757,1e-05         0.1,0.49904,0.22816,0.020231,0.0022063,0.021231,0.0013951,0.024082,0.0014807,
1,2,2,1020633981,17.3221,600,24,0.0068244,0.0087435,0.053009,0.50884,0.58875,0.2654,1.7388,0.14038,0.23847,0.092053,0.94407,0.09207,1.3541,1e-05         0.1,0.11903,0.088622,0.077352,0.026369,0.098142,0.019901,0.18089,0.017568,
